act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0402, 0.0013]","[0.383, 0]",240.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0492, 0.0018]","[0.3396, 0]",220.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0503, 0.0018]","[0.3167, 0]",230.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0515, 0.0018]","[0.3537, 0]",230.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.073, 0.0021]","[0.4177, 0]",250.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0604, 0.0019]","[0.3827, 0]",450.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0455, 0.0016]","[0.3751, 0]",230.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0809, 0.0022]","[0.4735, 0]",390.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0825, 0.0022]","[0.4386, 0]",480.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0482, 0.0016]","[0.4021, 0]",270.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0444, 0.0016]","[0.3561, 0]",230.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0757, 0.0022]","[0.5203, 0]",1960.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0393, 0.0013]","[0.3763, 0]",230.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0475, 0.0016]","[0.375, 0]",240.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0531, 0.0018]","[0.3294, 0]",240.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0408, 0.0014]","[0.3696, 0]",230.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0516, 0.0018]","[0.347, 0]",230.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0587, 0.0019]","[0.4021, 0]",470.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0756, 0.002]","[0.3302, 0]",450.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0742, 0.002]","[0.34, 0]",500.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0503, 0.0017]","[0.4565, 0]",160.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0598, 0.0018]","[0.3889, 0]",140.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0257, 0.0011]","[0.5818, 0]",170.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0188, 0.0008]","[0.5633, 0]",110.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0523, 0.0015]","[0.4123, 0]",260.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0526, 0.0016]","[0.4566, 0]",200.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0685, 0.0019]","[0.3663, 0]",140.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0076, 0.0005]","[4.0927, 0]",230.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.034, 0.0013]","[0.5381, 0]",240.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0232, 0.001]","[0.5543, 0]",130.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.067, 0.0018]","[0.3626, 0]",290.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0523, 0.0016]","[0.435, 0]",130.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0693, 0.0019]","[0.3701, 0]",330.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.066, 0.0018]","[0.3889, 0]",220.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0327, 0.0013]","[0.5476, 0]",270.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.071, 0.0021]","[0.5345, 0]",140.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0719, 0.0021]","[0.4576, 0]",300.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0809, 0.0022]","[0.497, 0]",360.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0831, 0.0022]","[0.4259, 0]",630.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0832, 0.0022]","[0.4661, 0]",580.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.066, 0.002]","[0.5523, 0]",900.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.022, 0.0009]","[0.5216, 0]",90.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0266, 0.001]","[0.5485, 0]",200.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0873, 0.0021]","[0.3243, 0]",330.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0868, 0.0021]","[0.316, 0]",330.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0803, 0.0021]","[0.4138, 0]",100.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0532, 0.0018]","[0.3409, 0]",440.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0804, 0.0021]","[0.4504, 0]",110.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0764, 0.0021]","[0.4875, 0]",130.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0457, 0.0015]","[0.2993, 0]",200.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.088, 0.0021]","[0.3035, 0]",400.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0804, 0.0021]","[0.4171, 0]",160.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.058, 0.0019]","[0.2839, 0]",390.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.08, 0.0021]","[0.4476, 0]",100.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0781, 0.0022]","[0.4916, 0]",200.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0397, 0.0014]","[0.2762, 0]",190.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.087, 0.0022]","[0.3155, 0]",340.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0816, 0.0021]","[0.4126, 0]",110.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0529, 0.0017]","[0.3441, 0]",450.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0476, 0.0018]","[0.2725, 0]",180.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0734, 0.002]","[0.4895, 0]",60.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0428, 0.0014]","[0.3575, 0]",230.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.054, 0.0018]","[0.3649, 0]",260.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0808, 0.0022]","[0.4252, 0]",340.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0466, 0.0016]","[0.3646, 0]",240.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0752, 0.0021]","[0.4564, 0]",320.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0723, 0.0021]","[0.4954, 0]",230.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0725, 0.0021]","[0.5394, 0]",140.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0825, 0.0022]","[0.4897, 0]",490.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0829, 0.0022]","[0.4639, 0]",650.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0785, 0.0022]","[0.4929, 0]",340.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0824, 0.0022]","[0.4715, 0]",450.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0725, 0.0021]","[0.4502, 0]",330.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0699, 0.0021]","[0.5494, 0]",140.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0722, 0.0021]","[0.5358, 0]",150.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0767, 0.0022]","[0.5185, 0]",260.0
tanh,50,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0791, 0.0022]","[0.5029, 0]",310.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.082, 0.0021]","[0.3468, 0]",130.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0213, 0.0009]","[0.5267, 0]",130.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0617, 0.0018]","[0.3147, 0]",250.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0696, 0.0019]","[0.2953, 0]",310.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0272, 0.0011]","[0.6071, 0]",90.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0607, 0.0018]","[0.3376, 0]",160.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0702, 0.0019]","[0.322, 0]",490.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0445, 0.0015]","[0.286, 0]",90.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,1.0,0.5,"[0.0534, 0.0017]","[0.3989, 0]",280.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,0.5,0.5,"[0.0601, 0.0018]","[0.3072, 0]",370.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.1,0,False,10.0,0.5,"[0.0393, 0.0014]","[0.5029, 0]",290.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.1,0,False,0.01,0.5,"[0.0608, 0.0018]","[0.3025, 0]",340.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.1,0,False,0.001,0.5,"[0.0496, 0.0016]","[0.3238, 0]",120.0
tanh,50,False,0.0,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.1,0,False,0.1,0.5,"[0.0614, 0.0018]","[0.2956, 0]",370.0
